From	To	Species	Gene Name
ENSTGUG00000004693	100222287	Taeniopygia guttata	rhomboid domain containing 2(RHBDD2)
ENSTGUG00000017997	100886748	Taeniopygia guttata	microRNA mir-23(MIR23)
ENSTGUG00000017995	115495181	Taeniopygia guttata	small nucleolar RNA SNORD73(LOC115495181)
ENSTGUG00000016667	100218774	Taeniopygia guttata	tripartite motif containing 46(TRIM46)
ENSTGUG00000015337	121468546	Taeniopygia guttata	antigen peptide transporter 1-like(LOC121468546)
ENSTGUG00000010480	100229961	Taeniopygia guttata	SATB homeobox 2(SATB2)
ENSTGUG00000010478	100231901	Taeniopygia guttata	methyl-CpG binding domain 4, DNA glycosylase(MBD4)
ENSTGUG00000008168	100222212	Taeniopygia guttata	sorting nexin 8(SNX8)
ENSTGUG00000009499	100225034	Taeniopygia guttata	solute carrier family 51 member A(SLC51A)
ENSTGUG00000010477	100226002	Taeniopygia guttata	ankyrin repeat domain 29(ANKRD29)
ENSTGUG00000010476	100190705	Taeniopygia guttata	RNA polymerase II, I and III subunit F(POLR2F)
ENSTGUG00000010475	100224796	Taeniopygia guttata	nuclear receptor subfamily 1 group H member 3(NR1H3)
ENSTGUG00000010474	100223277	Taeniopygia guttata	tRNA-yW synthesizing protein 5(TYW5)
ENSTGUG00000008164	100220686	Taeniopygia guttata	centrosomal protein 170(CEP170)
ENSTGUG00000009495	100190587	Taeniopygia guttata	NSE1 homolog, SMC5-SMC6 complex component(NSMCE1)
ENSTGUG00000010473	100222770	Taeniopygia guttata	mutS homolog 4(MSH4)
ENSTGUG00000008165	101232828	Taeniopygia guttata	tetraspanin 1(TSPAN1)
ENSTGUG00000010472	100221403	Taeniopygia guttata	ribosomal protein L32(RPL32)
ENSTGUG00000008166	100230860	Taeniopygia guttata	glycoprotein M6B(GPM6B)
ENSTGUG00000009497	100225488	Taeniopygia guttata	alpha and gamma adaptin binding protein(AAGAB)
ENSTGUG00000010471	100220908	Taeniopygia guttata	adducin 1(ADD1)
ENSTGUG00000008167	100230333	Taeniopygia guttata	acyl-CoA oxidase 1(ACOX1)
ENSTGUG00000009492	100226944	Taeniopygia guttata	centrosomal protein 192(CEP192)
ENSTGUG00000009491	100231324	Taeniopygia guttata	monocyte to macrophage differentiation associated(MMD)
ENSTGUG00000008161	100221779	Taeniopygia guttata	fibrosin like 1(FBRSL1)
ENSTGUG00000009494	100218629	Taeniopygia guttata	phospholipase B domain containing 1(PLBD1)
ENSTGUG00000009493	100224732	Taeniopygia guttata	UPF3A regulator of nonsense mediated mRNA decay(UPF3A)
ENSTGUG00000009490	100220338	Taeniopygia guttata	24-dehydrocholesterol reductase(DHCR24)
ENSTGUG00000010470	100230479	Taeniopygia guttata	major facilitator superfamily domain containing 10(MFSD10)
ENSTGUG00000009489	100219306	Taeniopygia guttata	prolyl-tRNA synthetase 2, mitochondrial(PARS2)
ENSTGUG00000010467	100222405	Taeniopygia guttata	NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor(NF2)
ENSTGUG00000008157	100228256	Taeniopygia guttata	epiphycan(EPYC)
ENSTGUG00000011797	100223104	Taeniopygia guttata	peroxisome proliferator activated receptor alpha(PPARA)
ENSTGUG00000009488	100229905	Taeniopygia guttata	ribosomal protein S6 kinase A2(RPS6KA2)
ENSTGUG00000010466	100226407	Taeniopygia guttata	matrix AAA peptidase interacting protein 1(MAIP1)
ENSTGUG00000011796	100220197	Taeniopygia guttata	Y+L amino acid transporter 2(LOC100220197)
ENSTGUG00000010465	100190107	Taeniopygia guttata	N-alpha-acetyltransferase 20, NatB catalytic subunit(NAA20)
ENSTGUG00000011795	100226852	Taeniopygia guttata	syntaxin binding protein 6(STXBP6)
ENSTGUG00000010464	100190627	Taeniopygia guttata	nipsnap homolog 1(NIPSNAP1)
ENSTGUG00000009485	100222793	Taeniopygia guttata	HPS1 biogenesis of lysosomal organelles complex 3 subunit 1(HPS1)
ENSTGUG00000008153	100220911	Taeniopygia guttata	zinc finger protein 143(ZNF143)
ENSTGUG00000011793	100220961	Taeniopygia guttata	gap junction protein delta 2(GJD2)
ENSTGUG00000009484	100220858	Taeniopygia guttata	paxillin(PXN)
ENSTGUG00000010462	100231904	Taeniopygia guttata	spermatogenesis associated serine rich 2 like(SPATS2L)
ENSTGUG00000008154	100218318	Taeniopygia guttata	cyclic nucleotide gated channel subunit alpha 1(CNGA1)
ENSTGUG00000011792	100218652	Taeniopygia guttata	hes related family bHLH transcription factor with YRPW motif 2(HEY2)
ENSTGUG00000009487	100222781	Taeniopygia guttata	PPARG coactivator 1 alpha(PPARGC1A)
ENSTGUG00000010461	100222277	Taeniopygia guttata	cullin-associated NEDD8-dissociated protein 1(LOC100222277)
ENSTGUG00000008155	100228307	Taeniopygia guttata	phospholipase D family member 5(PLD5)
ENSTGUG00000011791	100223072	Taeniopygia guttata	receptor interacting serine/threonine kinase 2(RIPK2)
ENSTGUG00000009486	100228759	Taeniopygia guttata	phosphate cytidylyltransferase 1A, choline(PCYT1A)
ENSTGUG00000008156	100228317	Taeniopygia guttata	DNA polymerase gamma, catalytic subunit(POLG)
ENSTGUG00000009480	100218638	Taeniopygia guttata	peptidase D(PEPD)
ENSTGUG00000008150	100223606	Taeniopygia guttata	radial spoke head component 9(RSPH9)
ENSTGUG00000009483	100223707	Taeniopygia guttata	ADAM metallopeptidase with thrombospondin type 1 motif 9(ADAMTS9)
ENSTGUG00000008151	100221503	Taeniopygia guttata	molybdenum cofactor sulfurase(MOCOS)
ENSTGUG00000009482	100190286	Taeniopygia guttata	mitochondrial pyruvate carrier 1(MPC1)
ENSTGUG00000008152	100222079	Taeniopygia guttata	thioredoxin reductase 3(TXNRD3)
ENSTGUG00000010469	100227869	Taeniopygia guttata	replication factor C subunit 4(RFC4)
ENSTGUG00000010468	100222412	Taeniopygia guttata	SRY-box transcription factor 10(SOX10)
ENSTGUG00000005904	100222527	Taeniopygia guttata	heparan sulfate-glucosamine 3-sulfotransferase 2(HS3ST2)
ENSTGUG00000005903	100227083	Taeniopygia guttata	UTP15 small subunit processome component(UTP15)
ENSTGUG00000005909	100231580	Taeniopygia guttata	ovo like zinc finger 2(OVOL2)
ENSTGUG00000005908	100229913	Taeniopygia guttata	tRNA selenocysteine 1-associated protein 1(LOC100229913)
ENSTGUG00000005907	100218606	Taeniopygia guttata	D-2-hydroxyglutarate dehydrogenase(D2HGDH)
ENSTGUG00000005902	100229419	Taeniopygia guttata	SET domain containing 6, protein lysine methyltransferase(SETD6)
ENSTGUG00000005901	100232184	Taeniopygia guttata	formin binding protein 1 like(FNBP1L)
ENSTGUG00000005900	100190218	Taeniopygia guttata	DNA polymerase delta interacting protein 2(POLDIP2)
ENSTGUG00000010498	100226716	Taeniopygia guttata	sortilin related VPS10 domain containing receptor 1(SORCS1)
ENSTGUG00000010497	100190010	Taeniopygia guttata	protein kinase C and casein kinase substrate in neurons 3(PACSIN3)
ENSTGUG00000010496	100219477	Taeniopygia guttata	boule homolog, RNA binding protein(BOLL)
ENSTGUG00000008186	100231865	Taeniopygia guttata	mitotic arrest deficient 1 like 1(MAD1L1)
ENSTGUG00000010495	100229119	Taeniopygia guttata	activating signal cointegrator 1 complex subunit 2(ASCC2)
ENSTGUG00000008187	100231807	Taeniopygia guttata	corin, serine peptidase(CORIN)
ENSTGUG00000010494	100190396	Taeniopygia guttata	ubiquinol-cytochrome c reductase, complex III subunit X(UQCR10)
ENSTGUG00000010493	100221888	Taeniopygia guttata	damage specific DNA binding protein 2(DDB2)
ENSTGUG00000008189	100223933	Taeniopygia guttata	importin 7(IPO7)
ENSTGUG00000008183	100219360	Taeniopygia guttata	mitochondrial rRNA methyltransferase 2(MRM2)
ENSTGUG00000008185	100230299	Taeniopygia guttata	methyltransferase 8, tRNA N3-cytidine(METTL8)
ENSTGUG00000008181	100218946	Taeniopygia guttata	checkpoint with forkhead and ring finger domains(CHFR)
ENSTGUG00000010492	100225242	Taeniopygia guttata	phospholipase C like 1 (inactive)(PLCL1)
ENSTGUG00000010491	100225109	Taeniopygia guttata	ryanodine receptor 2(RYR2)
ENSTGUG00000010490	100223471	Taeniopygia guttata	zinc finger matrin-type 5(ZMAT5)
ENSTGUG00000010489	100230126	Taeniopygia guttata	SH3 domain binding protein 2(SH3BP2)
ENSTGUG00000008179	100220275	Taeniopygia guttata	protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)(POMGNT1)
ENSTGUG00000010488	100232046	Taeniopygia guttata	eukaryotic translation initiation factor 3 subunit L(EIF3L)
ENSTGUG00000010486	100224806	Taeniopygia guttata	acid phosphatase 2, lysosomal(ACP2)
ENSTGUG00000010485	100226340	Taeniopygia guttata	MICAL like 1(MICALL1)
ENSTGUG00000008175	100225377	Taeniopygia guttata	lumican(LUM)
ENSTGUG00000010484	100232613	Taeniopygia guttata	MCF.2 cell line derived transforming sequence-like 2(MCF2L2)
ENSTGUG00000008176	100190400	Taeniopygia guttata	VAMP associated protein B and C(VAPB)
ENSTGUG00000010483	100228991	Taeniopygia guttata	intraflagellar transport 122(IFT122)
ENSTGUG00000008177	100221489	Taeniopygia guttata	collagen type IV alpha 3 chain(COL4A3)
ENSTGUG00000008178	100222483	Taeniopygia guttata	decorin(DCN)
ENSTGUG00000008171	100230781	Taeniopygia guttata	nuclear transcription factor, X-box binding like 1(NFXL1)
ENSTGUG00000008172	116807683	Taeniopygia guttata	keratocan(KERA)
ENSTGUG00000008173	100227714	Taeniopygia guttata	APC down-regulated 1 like(APCDD1L)
ENSTGUG00000008170	100190540	Taeniopygia guttata	proteasome 26S subunit, non-ATPase 7(PSMD7)
ENSTGUG00000005928	100231088	Taeniopygia guttata	inhibitor of growth family member 5(ING5)
ENSTGUG00000005926	100232768	Taeniopygia guttata	ribosomal RNA processing 1B(RRP1B)
ENSTGUG00000005929	100224186	Taeniopygia guttata	Rho guanine nucleotide exchange factor 28(ARHGEF28)
ENSTGUG00000005920	100229492	Taeniopygia guttata	calcium/calmodulin dependent protein kinase kinase 2(CAMKK2)
ENSTGUG00000005924	100218339	Taeniopygia guttata	pseudouridine synthase 7 like(PUS7L)
ENSTGUG00000005923	100228332	Taeniopygia guttata	down-regulator of transcription 1(DR1)
ENSTGUG00000005922	100219662	Taeniopygia guttata	ubiquitin specific peptidase 31(USP31)
ENSTGUG00000017906	100886702	Taeniopygia guttata	microRNA mir-9-1(MIR9-1)
ENSTGUG00000017907	100886711	Taeniopygia guttata	microRNA mir-187(MIR187)
ENSTGUG00000017908	100886665	Taeniopygia guttata	microRNA mir-15c(MIR15C)
ENSTGUG00000017902	115495695	Taeniopygia guttata	small nucleolar RNA SNORD97(LOC115495695)
ENSTGUG00000017903	100886580	Taeniopygia guttata	microRNA mir-139(MIR139)
ENSTGUG00000017900	100886732	Taeniopygia guttata	microRNA mir-30b(MIR30B)
ENSTGUG00000005917	100232758	Taeniopygia guttata	nucleoporin 153(NUP153)
ENSTGUG00000005916	100223918	Taeniopygia guttata	sorting nexin 5(SNX5)
ENSTGUG00000005915	100223176	Taeniopygia guttata	heat shock transcription factor 2 binding protein(HSF2BP)
ENSTGUG00000005914	100232364	Taeniopygia guttata	SNF-related serine/threonine-protein kinase(LOC100232364)
ENSTGUG00000005919	100224758	Taeniopygia guttata	CCR4-NOT transcription complex subunit 1(CNOT1)
ENSTGUG00000005918	100232648	Taeniopygia guttata	nischarin(NISCH)
ENSTGUG00000005918	100220158	Taeniopygia guttata	stabilin 1(STAB1)
ENSTGUG00000005913	100190515	Taeniopygia guttata	ferritin heavy chain 1(FTH1)
ENSTGUG00000005913	100220006	Taeniopygia guttata	RAB3A interacting protein like 1(RAB3IL1)
ENSTGUG00000005912	100226793	Taeniopygia guttata	mitochondrial genome maintenance exonuclease 1(MGME1)
ENSTGUG00000005911	100219863	Taeniopygia guttata	agouti related neuropeptide(AGRP)
ENSTGUG00000005910	100228353	Taeniopygia guttata	NADH:ubiquinone oxidoreductase subunit AB1(NDUFAB1)
ENSTGUG00000008197	100190437	Taeniopygia guttata	charged multivesicular body protein 5(CHMP5)
ENSTGUG00000008198	100229223	Taeniopygia guttata	FA complementation group I(FANCI)
ENSTGUG00000008199	100229791	Taeniopygia guttata	solute carrier family 41 member 3(SLC41A3)
ENSTGUG00000008193	100232814	Taeniopygia guttata	OFD1 centriole and centriolar satellite protein(OFD1)
ENSTGUG00000008196	100226606	Taeniopygia guttata	DEAH-box helicase 38(DHX38)
ENSTGUG00000008190	100227581	Taeniopygia guttata	zinc finger homeobox 3(ZFHX3)
ENSTGUG00000008191	100228818	Taeniopygia guttata	carbohydrate sulfotransferase 13(CHST13)
ENSTGUG00000008192	100232168	Taeniopygia guttata	SHH signaling and ciliogenesis regulator SDCCAG8(SDCCAG8)
ENSTGUG00000004618	100227369	Taeniopygia guttata	cerberus 1, DAN family BMP antagonist(CER1)
ENSTGUG00000004619	100226394	Taeniopygia guttata	PAT1 homolog 2(PATL2)
ENSTGUG00000005948	100225163	Taeniopygia guttata	hexosaminidase subunit beta(HEXB)
ENSTGUG00000004616	100218565	Taeniopygia guttata	serine/threonine/tyrosine interacting like 1(STYXL1)
ENSTGUG00000005947	100221745	Taeniopygia guttata	anaphase promoting complex subunit 5(ANAPC5)
ENSTGUG00000005942	100229330	Taeniopygia guttata	DnaJ heat shock protein family (Hsp40) member B2(DNAJB2)
ENSTGUG00000004610	100232788	Taeniopygia guttata	MAF bZIP transcription factor(MAF)
ENSTGUG00000004611	100224473	Taeniopygia guttata	4-aminobutyrate aminotransferase(ABAT)
ENSTGUG00000005940	100226275	Taeniopygia guttata	autophagy related 4B cysteine peptidase(ATG4B)
ENSTGUG00000004614	100229880	Taeniopygia guttata	WW domain containing oxidoreductase(WWOX)
ENSTGUG00000005945	100219400	Taeniopygia guttata	ectodermal-neural cortex 1(ENC1)
ENSTGUG00000004615	100218156	Taeniopygia guttata	solute carrier family 25 member 24(SLC25A24)
ENSTGUG00000005944	100225082	Taeniopygia guttata	twinfilin actin binding protein 1(TWF1)
ENSTGUG00000004612	100224551	Taeniopygia guttata	transmembrane channel like 2(TMC2)
ENSTGUG00000004613	100221204	Taeniopygia guttata	FAM3 metabolism regulating signaling molecule C(FAM3C)
ENSTGUG00000017924	100886664	Taeniopygia guttata	microRNA mir-489(MIR489)
ENSTGUG00000017925	100886626	Taeniopygia guttata	microRNA mir-135a-1(MIR135A-1)
ENSTGUG00000017922	115497798	Taeniopygia guttata	small nucleolar RNA SNORA8(LOC115497798)
ENSTGUG00000005939	100218848	Taeniopygia guttata	tubulin alpha-5 chain(LOC100218848)
ENSTGUG00000005938	100221584	Taeniopygia guttata	carboxypeptidase E(CPE)
ENSTGUG00000004608	100221312	Taeniopygia guttata	growth arrest specific 2(GAS2)
ENSTGUG00000005937	100228224	Taeniopygia guttata	deoxythymidylate kinase(DTYMK)
ENSTGUG00000005936	100226405	Taeniopygia guttata	sodium channel epithelial 1 subunit beta(SCNN1B)
ENSTGUG00000004606	115497915	Taeniopygia guttata	protein FAM83D-B(LOC115497915)
ENSTGUG00000005931	100220645	Taeniopygia guttata	retinol dehydrogenase 8(LOC100220645)
ENSTGUG00000005930	100222623	Taeniopygia guttata	methylsterol monooxygenase 1(MSMO1)
ENSTGUG00000004600	100232148	Taeniopygia guttata	telomere repeat binding bouquet formation protein 2(TERB2)
ENSTGUG00000005935	100217765	Taeniopygia guttata	coiled-coil domain containing 18(CCDC18)
ENSTGUG00000004603	100222309	Taeniopygia guttata	FA complementation group F(FANCF)
ENSTGUG00000005934	100229562	Taeniopygia guttata	bestrophin 1(BEST1)
ENSTGUG00000004604	100221006	Taeniopygia guttata	EEIG family member 2(EEIG2)
ENSTGUG00000005933	100228142	Taeniopygia guttata	vitronectin(VTN)
ENSTGUG00000004601	100227899	Taeniopygia guttata	centrosomal protein 95(CEP95)
ENSTGUG00000005932	100227974	Taeniopygia guttata	interleukin 1 receptor associated kinase 4(IRAK4)
ENSTGUG00000004602	100230754	Taeniopygia guttata	threonyl-tRNA synthetase 2, mitochondrial(TARS2)
ENSTGUG00000017917	102465242	Taeniopygia guttata	microRNA mir-1781(MIR1781)
ENSTGUG00000017918	100886651	Taeniopygia guttata	microRNA mir-301(MIR301)
ENSTGUG00000017915	100886655	Taeniopygia guttata	microRNA mir-29b-2(MIR29B-2)
ENSTGUG00000017911	100886627	Taeniopygia guttata	microRNA mir-135b(MIR135B)
ENSTGUG00000000954	100229706	Taeniopygia guttata	Pim-1 proto-oncogene, serine/threonine kinase(PIM1)
ENSTGUG00000000953	100225025	Taeniopygia guttata	nudix hydrolase 12(NUDT12)
ENSTGUG00000000955	100218918	Taeniopygia guttata	digestive cysteine proteinase 1(LOC100218918)
ENSTGUG00000000958	751997	Taeniopygia guttata	nerve growth factor(NGF)
ENSTGUG00000000957	100229455	Taeniopygia guttata	FGR proto-oncogene, Src family tyrosine kinase(FGR)
ENSTGUG00000000951	100232402	Taeniopygia guttata	family with sequence similarity 76 member A(FAM76A)
ENSTGUG00000011600	100229148	Taeniopygia guttata	EBF transcription factor 3(EBF3)
ENSTGUG00000012934	100223016	Taeniopygia guttata	prolylcarboxypeptidase(PRCP)
ENSTGUG00000012936	100218066	Taeniopygia guttata	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1(MTHFD1)
ENSTGUG00000012937	100226991	Taeniopygia guttata	glutamate rich 1(ERICH1)
ENSTGUG00000011608	100232582	Taeniopygia guttata	eukaryotic translation initiation factor 2 alpha kinase 4(EIF2AK4)
ENSTGUG00000011607	100230451	Taeniopygia guttata	fms related receptor tyrosine kinase 3(FLT3)
ENSTGUG00000011605	100229715	Taeniopygia guttata	zinc finger homeobox 4(ZFHX4)
ENSTGUG00000011604	100218605	Taeniopygia guttata	pancreatic and duodenal homeobox 1(PDX1)
ENSTGUG00000011603	100219604	Taeniopygia guttata	GS homeobox 1(GSX1)
ENSTGUG00000012930	100228827	Taeniopygia guttata	DLG associated protein 2(DLGAP2)
ENSTGUG00000012931	100218115	Taeniopygia guttata	zinc finger and BTB domain containing 1(ZBTB1)
ENSTGUG00000000943	100224688	Taeniopygia guttata	phosphatase and actin regulator 4(PHACTR4)
ENSTGUG00000000942	100223375	Taeniopygia guttata	platelet derived growth factor receptor beta(PDGFRB)
ENSTGUG00000000945	100221755	Taeniopygia guttata	sestrin 2(SESN2)
ENSTGUG00000000944	100232624	Taeniopygia guttata	FYVE, RhoGEF and PH domain containing 2(FGD2)
ENSTGUG00000000947	100218484	Taeniopygia guttata	neuropilin 1(NRP1)
ENSTGUG00000012929	100220962	Taeniopygia guttata	heat shock protein family A (Hsp70) member 2(HSPA2)
ENSTGUG00000000941	100229998	Taeniopygia guttata	caudal type homeobox 1(CDX1)
ENSTGUG00000000940	100230379	Taeniopygia guttata	regulator of chromosome condensation 1(RCC1)
ENSTGUG00000012921	100231610	Taeniopygia guttata	jagged canonical Notch ligand 2(JAG2)
ENSTGUG00000012922	105759115	Taeniopygia guttata	kelch repeat and BTB domain containing 11(KBTBD11)
ENSTGUG00000012923	100230702	Taeniopygia guttata	Rho guanine nucleotide exchange factor 10(ARHGEF10)
ENSTGUG00000012924	100226762	Taeniopygia guttata	nudix hydrolase 14(NUDT14)
ENSTGUG00000012925	115495617	Taeniopygia guttata	inositol 1,4,5-trisphosphate receptor-interacting protein-like 1(LOC115495617)
ENSTGUG00000012926	100220106	Taeniopygia guttata	BRF1 RNA polymerase III transcription initiation factor subunit(BRF1)
ENSTGUG00000012927	100223888	Taeniopygia guttata	BTB domain containing 6(BTBD6)
ENSTGUG00000012920	100228758	Taeniopygia guttata	malic enzyme 3(ME3)
ENSTGUG00000000976	100229450	Taeniopygia guttata	solute carrier family 9 member A1(SLC9A1)
ENSTGUG00000000975	100217474	Taeniopygia guttata	HMG-box containing 3(HMGXB3)
ENSTGUG00000000978	100230443	Taeniopygia guttata	keratinocyte differentiation factor 1(KDF1)
ENSTGUG00000000977	100226648	Taeniopygia guttata	terminal nucleotidyltransferase 5B(TENT5B)
ENSTGUG00000000970	100226889	Taeniopygia guttata	praja ring finger ubiquitin ligase 2(PJA2)
ENSTGUG00000000972	100229709	Taeniopygia guttata	cold shock domain containing E1(CSDE1)
ENSTGUG00000000974	100227845	Taeniopygia guttata	mannosidase alpha class 2A member 1(MAN2A1)
ENSTGUG00000009308	100220323	Taeniopygia guttata	NDC1 transmembrane nucleoporin(NDC1)
ENSTGUG00000000973	100219903	Taeniopygia guttata	transmembrane protein 222(TMEM222)
ENSTGUG00000000973	100223780	Taeniopygia guttata	WD and tetratricopeptide repeats 1(WDTC1)
ENSTGUG00000012954	100221169	Taeniopygia guttata	syntrophin gamma 2(SNTG2)
ENSTGUG00000011622	105759287	Taeniopygia guttata	fibrous sheath interacting protein 1(FSIP1)
ENSTGUG00000009313	100224207	Taeniopygia guttata	lysine rich nucleolar protein 1(KNOP1)
ENSTGUG00000009312	100231442	Taeniopygia guttata	transmembrane protein 255B(TMEM255B)
